"state","county","county_name","county_fips5","R","county_groups"
"AK","AK, Aleutians East Borough","Aleutians East Borough","02013","","county_group_29"
"AK","AK, Aleutians West Census Area","Aleutians West Census Area","02016","","county_group_29"
"AK","AK, Anchorage Municipality","Anchorage Municipality","02020","","independent_county_AK, Anchorage Municipality"
"AK","AK, Bethel Census Area","Bethel Census Area","02050","","county_group_29"
"AK","AK, Bristol Bay Borough","Bristol Bay Borough","02060","","county_group_29"
"AK","G020630","Chugach Census Area","02063","","independent_county_G020630"
"AK","G020660","Copper River Census Area","02066","","independent_county_G020660"
"AK","AK, Denali Borough","Denali Borough","02068","","county_group_536"
"AK","AK, Dillingham Census Area","Dillingham Census Area","02070","","county_group_29"
"AK","AK, Fairbanks North Star Borough","Fairbanks North Star Borough","02090","","county_group_536"
"AK","AK, Haines Borough","Haines Borough","02100","","county_group_536"
"AK","AK, Hoonah-Angoon Census Area","Hoonah-Angoon Census Area","02105","","county_group_29"
"AK","AK, Juneau City and Borough","Juneau City and Borough","02110","","county_group_536"
"AK","AK, Kenai Peninsula Borough","Kenai Peninsula Borough","02122","","county_group_457"
"AK","AK, Ketchikan Gateway Borough","Ketchikan Gateway Borough","02130","","county_group_536"
"AK","AK, Kodiak Island Borough","Kodiak Island Borough","02150","","county_group_29"
"AK","AK, Kusilvak Census Area","Kusilvak Census Area","02158","","county_group_29"
"AK","AK, Lake and Peninsula Borough","Lake and Peninsula Borough","02164","","county_group_29"
"AK","AK, Matanuska-Susitna Borough","Matanuska-Susitna Borough","02170","","county_group_457"
"AK","AK, Nome Census Area","Nome Census Area","02180","","county_group_29"
"AK","AK, North Slope Borough","North Slope Borough","02185","","county_group_29"
"AK","AK, Northwest Arctic Borough","Northwest Arctic Borough","02188","","county_group_29"
"AK","AK, Petersburg Borough","Petersburg Borough","02195","","county_group_29"
"AK","G021980","Prince of Wales-Hyder Census Area","02198","","independent_county_G021980"
"AK","AK, Sitka City and Borough","Sitka City and Borough","02220","","county_group_29"
"AK","AK, Skagway Municipality","Skagway Municipality","02230","","county_group_536"
"AK","AK, Southeast Fairbanks Census Area","Southeast Fairbanks Census Area","02240","","county_group_536"
"AK","AK, Valdez-Cordova Census Area","","02261","","county_group_536"
"AK","AK, Wrangell City and Borough","Wrangell City and Borough","02275","","county_group_29"
"AK","AK, Yakutat City and Borough","Yakutat City and Borough","02282","","county_group_29"
"AK","AK, Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area","02290","","county_group_29"
"AL","G0100010","Autauga County","01001","AL","county_group_146"
"AL","G0100030","Baldwin County","01003","AL","independent_county_G0100030"
"AL","G0100050","Barbour County","01005","AL","county_group_474"
"AL","G0100070","Bibb County","01007","AL","county_group_71"
"AL","G0100090","Blount County","01009","AL","county_group_477"
"AL","G0100110","Bullock County","01011","AL","county_group_474"
"AL","G0100130","Butler County","01013","AL","county_group_377"
"AL","G0100150","Calhoun County","01015","AL","independent_county_G0100150"
"AL","G0100170","Chambers County","01017","AL","county_group_545"
"AL","G0100190","Cherokee County","01019","AL","county_group_478"
"AL","G0100210","Chilton County","01021","AL","county_group_545"
"AL","G0100230","Choctaw County","01023","AL","county_group_208"
"AL","G0100250","Clarke County","01025","AL","county_group_208"
"AL","G0100270","Clay County","01027","AL","county_group_478"
"AL","G0100290","Cleburne County","01029","AL","county_group_478"
"AL","G0100310","Coffee County","01031","AL","county_group_377"
"AL","G0100330","Colbert County","01033","AL","county_group_0"
"AL","G0100350","Conecuh County","01035","AL","county_group_208"
"AL","G0100370","Coosa County","01037","AL","county_group_545"
"AL","G0100390","Covington County","01039","AL","county_group_377"
"AL","G0100410","Crenshaw County","01041","AL","county_group_377"
"AL","G0100430","Cullman County","01043","AL","county_group_201"
"AL","G0100450","Dale County","01045","AL","county_group_381"
"AL","G0100470","Dallas County","01047","AL","county_group_71"
"AL","G0100490","DeKalb County","01049","AL","county_group_562"
"AL","G0100510","Elmore County","01051","AL","county_group_146"
"AL","G0100530","Escambia County","01053","AL","county_group_208"
"AL","G0100550","Etowah County","01055","AL","independent_county_G0100550"
"AL","G0100570","Fayette County","01057","AL","county_group_555"
"AL","G0100590","Franklin County","01059","AL","county_group_0"
"AL","G0100610","Geneva County","01061","AL","county_group_381"
"AL","G0100630","Greene County","01063","AL","county_group_71"
"AL","G0100650","Hale County","01065","AL","county_group_71"
"AL","G0100670","Henry County","01067","AL","county_group_381"
"AL","G0100690","Houston County","01069","AL","county_group_381"
"AL","G0100710","Jackson County","01071","AL","county_group_562"
"AL","G0100730","Jefferson County","01073","AL","independent_county_G0100730"
"AL","G0100750","Lamar County","01075","AL","county_group_555"
"AL","G0100770","Lauderdale County","01077","AL","county_group_0"
"AL","G0100790","Lawrence County","01079","AL","county_group_515"
"AL","G0100810","Lee County","01081","AL","independent_county_G0100810"
"AL","G0100830","Limestone County","01083","AL","county_group_327"
"AL","G0100850","Lowndes County","01085","AL","county_group_146"
"AL","G0100870","Macon County","01087","AL","county_group_474"
"AL","G0100890","Madison County","01089","AL","county_group_327"
"AL","G0100910","Marengo County","01091","AL","county_group_71"
"AL","G0100930","Marion County","01093","AL","county_group_555"
"AL","G0100950","Marshall County","01095","AL","independent_county_G0100950"
"AL","G0100970","Mobile County","01097","AL","independent_county_G0100970"
"AL","G0100990","Monroe County","01099","AL","county_group_208"
"AL","G0101010","Montgomery County","01101","AL","county_group_146"
"AL","G0101030","Morgan County","01103","AL","county_group_515"
"AL","G0101050","Perry County","01105","AL","county_group_71"
"AL","G0101070","Pickens County","01107","AL","county_group_487"
"AL","G0101090","Pike County","01109","AL","county_group_474"
"AL","G0101110","Randolph County","01111","AL","county_group_478"
"AL","G0101130","Russell County","01113","AL","county_group_474"
"AL","G0101150","St. Clair County","01115","AL","county_group_477"
"AL","G0101170","Shelby County","01117","AL","independent_county_G0101170"
"AL","G0101190","Sumter County","01119","AL","county_group_71"
"AL","G0101210","Talladega County","01121","AL","county_group_478"
"AL","G0101230","Tallapoosa County","01123","AL","county_group_545"
"AL","G0101250","Tuscaloosa County","01125","AL","county_group_487"
"AL","G0101270","Walker County","01127","AL","county_group_555"
"AL","G0101290","Washington County","01129","AL","county_group_208"
"AL","G0101310","Wilcox County","01131","AL","county_group_208"
"AL","G0101330","Winston County","01133","AL","county_group_201"
"AR","G0500010","Arkansas County","05001","AR","county_group_163"
"AR","G0500030","Ashley County","05003","AR","county_group_234"
"AR","G0500050","Baxter County","05005","AR","county_group_21"
"AR","G0500070","Benton County","05007","AR","independent_county_G0500070"
"AR","G0500090","Boone County","05009","AR","county_group_21"
"AR","G0500110","Bradley County","05011","AR","county_group_234"
"AR","G0500130","Calhoun County","05013","AR","county_group_573"
"AR","G0500150","Carroll County","05015","AR","county_group_21"
"AR","G0500170","Chicot County","05017","AR","county_group_234"
"AR","G0500190","Clark County","05019","AR","county_group_368"
"AR","G0500210","Clay County","05021","AR","county_group_248"
"AR","G0500230","Cleburne County","05023","AR","county_group_206"
"AR","G0500250","Cleveland County","05025","AR","county_group_234"
"AR","G0500270","Columbia County","05027","AR","county_group_573"
"AR","G0500290","Conway County","05029","AR","county_group_396"
"AR","G0500310","Craighead County","05031","AR","county_group_248"
"AR","G0500330","Crawford County","05033","AR","county_group_409"
"AR","G0500350","Crittenden County","05035","AR","county_group_582"
"AR","G0500370","Cross County","05037","AR","county_group_433"
"AR","G0500390","Dallas County","05039","AR","county_group_573"
"AR","G0500410","Desha County","05041","AR","county_group_234"
"AR","G0500430","Drew County","05043","AR","county_group_234"
"AR","G0500450","Faulkner County","05045","AR","county_group_473"
"AR","G0500470","Franklin County","05047","AR","county_group_294"
"AR","G0500490","Fulton County","05049","AR","county_group_206"
"AR","G0500510","Garland County","05051","AR","county_group_368"
"AR","G0500530","Grant County","05053","AR","county_group_163"
"AR","G0500550","Greene County","05055","AR","county_group_248"
"AR","G0500570","Hempstead County","05057","AR","county_group_395"
"AR","G0500590","Hot Spring County","05059","AR","county_group_368"
"AR","G0500610","Howard County","05061","AR","county_group_294"
"AR","G0500630","Independence County","05063","AR","county_group_206"
"AR","G0500650","Izard County","05065","AR","county_group_206"
"AR","G0500670","Jackson County","05067","AR","county_group_22"
"AR","G0500690","Jefferson County","05069","AR","county_group_163"
"AR","G0500710","Johnson County","05071","AR","county_group_396"
"AR","G0500730","Lafayette County","05073","AR","county_group_395"
"AR","G0500750","Lawrence County","05075","AR","county_group_248"
"AR","G0500770","Lee County","05077","AR","county_group_433"
"AR","G0500790","Lincoln County","05079","AR","county_group_234"
"AR","G0500810","Little River County","05081","AR","county_group_395"
"AR","G0500830","Logan County","05083","AR","county_group_294"
"AR","G0500850","Lonoke County","05085","AR","county_group_473"
"AR","G0500870","Madison County","05087","AR","county_group_21"
"AR","G0500890","Marion County","05089","AR","county_group_21"
"AR","G0500910","Miller County","05091","AR","county_group_395"
"AR","G0500930","Mississippi County","05093","AR","county_group_582"
"AR","G0500950","Monroe County","05095","AR","county_group_433"
"AR","G0500970","Montgomery County","05097","AR","county_group_368"
"AR","G0500990","Nevada County","05099","AR","county_group_395"
"AR","G0501010","Newton County","05101","AR","county_group_21"
"AR","G0501030","Ouachita County","05103","AR","county_group_573"
"AR","G0501050","Perry County","05105","AR","county_group_396"
"AR","G0501070","Phillips County","05107","AR","county_group_433"
"AR","G0501090","Pike County","05109","AR","county_group_395"
"AR","G0501110","Poinsett County","05111","AR","county_group_433"
"AR","G0501130","Polk County","05113","AR","county_group_294"
"AR","G0501150","Pope County","05115","AR","county_group_396"
"AR","G0501170","Prairie County","05117","AR","county_group_22"
"AR","G0501190","Pulaski County","05119","AR","independent_county_G0501190"
"AR","G0501210","Randolph County","05121","AR","county_group_248"
"AR","G0501230","St. Francis County","05123","AR","county_group_433"
"AR","G0501250","Saline County","05125","AR","independent_county_G0501250"
"AR","G0501270","Scott County","05127","AR","county_group_294"
"AR","G0501290","Searcy County","05129","AR","county_group_21"
"AR","G0501310","Sebastian County","05131","AR","county_group_409"
"AR","G0501330","Sevier County","05133","AR","county_group_294"
"AR","G0501350","Sharp County","05135","AR","county_group_206"
"AR","G0501370","Stone County","05137","AR","county_group_206"
"AR","G0501390","Union County","05139","AR","county_group_573"
"AR","G0501410","Van Buren County","05141","AR","county_group_206"
"AR","G0501430","Washington County","05143","AR","independent_county_G0501430"
"AR","G0501450","White County","05145","AR","county_group_22"
"AR","G0501470","Woodruff County","05147","AR","county_group_22"
"AR","G0501490","Yell County","05149","AR","county_group_396"
"AZ","G0400010","Apache County","04001","AZ","county_group_390"
"AZ","G0400030","Cochise County","04003","AZ","county_group_342"
"AZ","G0400050","Coconino County","04005","AZ","independent_county_G0400050"
"AZ","G0400070","Gila County","04007","AZ","county_group_183"
"AZ","G0400090","Graham County","04009","AZ","county_group_183"
"AZ","G0400110","Greenlee County","04011","AZ","county_group_183"
"AZ","G0400120","La Paz County","04012","AZ","county_group_172"
"AZ","G0400130","Maricopa County","04013","AZ","independent_county_G0400130"
"AZ","G0400150","Mohave County","04015","AZ","county_group_172"
"AZ","G0400170","Navajo County","04017","AZ","county_group_390"
"AZ","G0400190","Pima County","04019","AZ","independent_county_G0400190"
"AZ","G0400210","Pinal County","04021","AZ","county_group_183"
"AZ","G0400230","Santa Cruz County","04023","AZ","county_group_342"
"AZ","G0400250","Yavapai County","04025","AZ","independent_county_G0400250"
"AZ","G0400270","Yuma County","04027","AZ","independent_county_G0400270"
"CA","G0600010","Alameda County","06001","CA_N","independent_county_G0600010"
"CA","G0600030","Alpine County","06003","CA_N","county_group_315"
"CA","G0600050","Amador County","06005","CA_N","county_group_315"
"CA","G0600070","Butte County","06007","CA_N","independent_county_G0600070"
"CA","G0600090","Calaveras County","06009","CA_N","county_group_315"
"CA","G0600110","Colusa County","06011","CA_N","county_group_205"
"CA","G0600130","Contra Costa County","06013","CA_N","independent_county_G0600130"
"CA","G0600150","Del Norte County","06015","CA_N","county_group_482"
"CA","G0600170","El Dorado County","06017","CA_N","independent_county_G0600170"
"CA","G0600190","Fresno County","06019","CA_N","independent_county_G0600190"
"CA","G0600210","Glenn County","06021","CA_N","county_group_205"
"CA","G0600230","Humboldt County","06023","CA_N","independent_county_G0600230"
"CA","G0600250","Imperial County","06025","CA_S","independent_county_G0600250"
"CA","G0600270","Inyo County","06027","CA_S","county_group_620"
"CA","G0600290","Kern County","06029","CA_S","independent_county_G0600290"
"CA","G0600310","Kings County","06031","CA_N","independent_county_G0600310"
"CA","G0600330","Lake County","06033","CA_N","county_group_353"
"CA","G0600350","Lassen County","06035","CA_N","county_group_482"
"CA","G0600370","Los Angeles County","06037","CA_S","independent_county_G0600370"
"CA","G0600390","Madera County","06039","CA_N","independent_county_G0600390"
"CA","G0600410","Marin County","06041","CA_N","independent_county_G0600410"
"CA","G0600430","Mariposa County","06043","CA_N","county_group_315"
"CA","G0600450","Mendocino County","06045","CA_N","county_group_353"
"CA","G0600470","Merced County","06047","CA_N","independent_county_G0600470"
"CA","G0600490","Modoc County","06049","CA_N","county_group_482"
"CA","G0600510","Mono County","06051","CA_S","county_group_620"
"CA","G0600530","Monterey County","06053","CA_N","county_group_160"
"CA","G0600550","Napa County","06055","CA_N","independent_county_G0600550"
"CA","G0600570","Nevada County","06057","CA_N","county_group_577"
"CA","G0600590","Orange County","06059","CA_S","independent_county_G0600590"
"CA","G0600610","Placer County","06061","CA_N","independent_county_G0600610"
"CA","G0600630","Plumas County","06063","CA_N","county_group_482"
"CA","G0600650","Riverside County","06065","CA_S","independent_county_G0600650"
"CA","G0600670","Sacramento County","06067","CA_N","independent_county_G0600670"
"CA","G0600690","San Benito County","06069","CA_N","county_group_160"
"CA","G0600710","San Bernardino County","06071","CA_S","independent_county_G0600710"
"CA","G0600730","San Diego County","06073","CA_S","independent_county_G0600730"
"CA","G0600750","San Francisco County","06075","CA_N","independent_county_G0600750"
"CA","G0600770","San Joaquin County","06077","CA_N","independent_county_G0600770"
"CA","G0600790","San Luis Obispo County","06079","CA_N","independent_county_G0600790"
"CA","G0600810","San Mateo County","06081","CA_N","independent_county_G0600810"
"CA","G0600830","Santa Barbara County","06083","CA_N","independent_county_G0600830"
"CA","G0600850","Santa Clara County","06085","CA_N","independent_county_G0600850"
"CA","G0600870","Santa Cruz County","06087","CA_N","independent_county_G0600870"
"CA","G0600890","Shasta County","06089","CA_N","independent_county_G0600890"
"CA","G0600910","Sierra County","06091","CA_N","county_group_577"
"CA","G0600930","Siskiyou County","06093","CA_N","county_group_482"
"CA","G0600950","Solano County","06095","CA_N","independent_county_G0600950"
"CA","G0600970","Sonoma County","06097","CA_N","independent_county_G0600970"
"CA","G0600990","Stanislaus County","06099","CA_N","independent_county_G0600990"
"CA","G0601010","Sutter County","06101","CA_N","county_group_301"
"CA","G0601030","Tehama County","06103","CA_N","county_group_205"
"CA","G0601050","Trinity County","06105","CA_N","county_group_205"
"CA","G0601070","Tulare County","06107","CA_S","county_group_620"
"CA","G0601090","Tuolumne County","06109","CA_N","county_group_315"
"CA","G0601110","Ventura County","06111","CA_S","independent_county_G0601110"
"CA","G0601130","Yolo County","06113","CA_N","independent_county_G0601130"
"CA","G0601150","Yuba County","06115","CA_N","county_group_301"
"CO","G0800010","Adams County","08001","CO","independent_county_G0800010"
"CO","G0800030","Alamosa County","08003","CO","county_group_542"
"CO","G0800050","Arapahoe County","08005","CO","independent_county_G0800050"
"CO","G0800070","Archuleta County","08007","CO","county_group_576"
"CO","G0800090","Baca County","08009","CO","county_group_542"
"CO","G0800110","Bent County","08011","CO","county_group_45"
"CO","G0800130","Boulder County","08013","CO","county_group_144"
"CO","G0800140","Broomfield County","08014","CO","independent_county_G0800140"
"CO","G0800150","Chaffee County","08015","CO","county_group_326"
"CO","G0800170","Cheyenne County","08017","CO","county_group_45"
"CO","G0800190","Clear Creek County","08019","CO","county_group_121"
"CO","G0800210","Conejos County","08021","CO","county_group_542"
"CO","G0800230","Costilla County","08023","CO","county_group_542"
"CO","G0800250","Crowley County","08025","CO","county_group_45"
"CO","G0800270","Custer County","08027","CO","county_group_326"
"CO","G0800290","Delta County","08029","CO","county_group_229"
"CO","G0800310","Denver County","08031","CO","independent_county_G0800310"
"CO","G0800330","Dolores County","08033","CO","county_group_576"
"CO","G0800350","Douglas County","08035","CO","independent_county_G0800350"
"CO","G0800370","Eagle County","08037","CO","county_group_121"
"CO","G0800390","Elbert County","08039","CO","county_group_45"
"CO","G0800410","El Paso County","08041","CO","county_group_196"
"CO","G0800430","Fremont County","08043","CO","county_group_326"
"CO","G0800450","Garfield County","08045","CO","county_group_547"
"CO","G0800470","Gilpin County","08047","CO","county_group_121"
"CO","G0800490","Grand County","08049","CO","county_group_121"
"CO","G0800510","Gunnison County","08051","CO","county_group_576"
"CO","G0800530","Hinsdale County","08053","CO","county_group_576"
"CO","G0800550","Huerfano County","08055","CO","county_group_326"
"CO","G0800570","Jackson County","08057","CO","county_group_121"
"CO","G0800590","Jefferson County","08059","CO","independent_county_G0800590"
"CO","G0800610","Kiowa County","08061","CO","county_group_45"
"CO","G0800630","Kit Carson County","08063","CO","county_group_45"
"CO","G0800650","Lake County","08065","CO","county_group_326"
"CO","G0800670","La Plata County","08067","CO","county_group_576"
"CO","G0800690","Larimer County","08069","CO","independent_county_G0800690"
"CO","G0800710","Las Animas County","08071","CO","county_group_542"
"CO","G0800730","Lincoln County","08073","CO","county_group_45"
"CO","G0800750","Logan County","08075","CO","county_group_45"
"CO","G0800770","Mesa County","08077","CO","county_group_229"
"CO","G0800790","Mineral County","08079","CO","county_group_542"
"CO","G0800810","Moffat County","08081","CO","county_group_547"
"CO","G0800830","Montezuma County","08083","CO","county_group_576"
"CO","G0800850","Montrose County","08085","CO","county_group_229"
"CO","G0800870","Morgan County","08087","CO","county_group_45"
"CO","G0800890","Otero County","08089","CO","county_group_542"
"CO","G0800910","Ouray County","08091","CO","county_group_229"
"CO","G0800930","Park County","08093","CO","county_group_326"
"CO","G0800950","Phillips County","08095","CO","county_group_45"
"CO","G0800970","Pitkin County","08097","CO","county_group_121"
"CO","G0800990","Prowers County","08099","CO","county_group_542"
"CO","G0801010","Pueblo County","08101","CO","county_group_326"
"CO","G0801030","Rio Blanco County","08103","CO","county_group_547"
"CO","G0801050","Rio Grande County","08105","CO","county_group_542"
"CO","G0801070","Routt County","08107","CO","county_group_547"
"CO","G0801090","Saguache County","08109","CO","county_group_542"
"CO","G0801110","San Juan County","08111","CO","county_group_576"
"CO","G0801130","San Miguel County","08113","CO","county_group_229"
"CO","G0801150","Sedgwick County","08115","CO","county_group_45"
"CO","G0801170","Summit County","08117","CO","county_group_121"
"CO","G0801190","Teller County","08119","CO","county_group_196"
"CO","G0801210","Washington County","08121","CO","county_group_45"
"CO","G0801230","Weld County","08123","CO","county_group_144"
"CO","G0801250","Yuma County","08125","CO","county_group_45"
"CT","G0900010","Fairfield County","09001","","independent_county_G0900010"
"CT","G0900030","Hartford County","09003","","independent_county_G0900030"
"CT","G0900050","Litchfield County","09005","","independent_county_G0900050"
"CT","G0900070","Middlesex County","09007","","independent_county_G0900070"
"CT","G0900090","New Haven County","09009","","independent_county_G0900090"
"CT","G0900110","New London County","09011","","independent_county_G0900110"
"CT","G0900130","Tolland County","09013","","independent_county_G0900130"
"CT","G0900150","Windham County","09015","","independent_county_G0900150"
"DC","G1100010","District of Columbia","11001","MD","independent_county_G1100010"
"DE","G1000010","Kent County","10001","DE","independent_county_G1000010"
"DE","G1000030","New Castle County","10003","DE","independent_county_G1000030"
"DE","G1000050","Sussex County","10005","DE","independent_county_G1000050"
"FL","G1200010","Alachua County","12001","FL","independent_county_G1200010"
"FL","G1200030","Baker County","12003","FL","county_group_59"
"FL","G1200050","Bay County","12005","FL","county_group_287"
"FL","G1200070","Bradford County","12007","FL","county_group_330"
"FL","G1200090","Brevard County","12009","FL","independent_county_G1200090"
"FL","G1200110","Broward County","12011","FL","independent_county_G1200110"
"FL","G1200130","Calhoun County","12013","FL","county_group_159"
"FL","G1200150","Charlotte County","12015","FL","independent_county_G1200150"
"FL","G1200170","Citrus County","12017","FL","independent_county_G1200170"
"FL","G1200190","Clay County","12019","FL","independent_county_G1200190"
"FL","G1200210","Collier County","12021","FL","independent_county_G1200210"
"FL","G1200230","Columbia County","12023","FL","county_group_330"
"FL","G1200270","DeSoto County","12027","FL","county_group_259"
"FL","G1200290","Dixie County","12029","FL","county_group_330"
"FL","G1200310","Duval County","12031","FL","independent_county_G1200310"
"FL","G1200330","Escambia County","12033","FL","independent_county_G1200330"
"FL","G1200350","Flagler County","12035","FL","county_group_31"
"FL","G1200370","Franklin County","12037","FL","county_group_159"
"FL","G1200390","Gadsden County","12039","FL","county_group_159"
"FL","G1200410","Gilchrist County","12041","FL","county_group_330"
"FL","G1200430","Glades County","12043","FL","county_group_500"
"FL","G1200450","Gulf County","12045","FL","county_group_159"
"FL","G1200470","Hamilton County","12047","FL","county_group_220"
"FL","G1200490","Hardee County","12049","FL","county_group_259"
"FL","G1200510","Hendry County","12051","FL","county_group_500"
"FL","G1200530","Hernando County","12053","FL","independent_county_G1200530"
"FL","G1200550","Highlands County","12055","FL","county_group_259"
"FL","G1200570","Hillsborough County","12057","FL","independent_county_G1200570"
"FL","G1200590","Holmes County","12059","FL","county_group_287"
"FL","G1200610","Indian River County","12061","FL","independent_county_G1200610"
"FL","G1200630","Jackson County","12063","FL","county_group_159"
"FL","G1200650","Jefferson County","12065","FL","county_group_159"
"FL","G1200670","Lafayette County","12067","FL","county_group_220"
"FL","G1200690","Lake County","12069","FL","independent_county_G1200690"
"FL","G1200710","Lee County","12071","FL","independent_county_G1200710"
"FL","G1200730","Leon County","12073","FL","independent_county_G1200730"
"FL","G1200750","Levy County","12075","FL","county_group_330"
"FL","G1200770","Liberty County","12077","FL","county_group_159"
"FL","G1200790","Madison County","12079","FL","county_group_220"
"FL","G1200810","Manatee County","12081","FL","independent_county_G1200810"
"FL","G1200830","Marion County","12083","FL","independent_county_G1200830"
"FL","G1200850","Martin County","12085","FL","independent_county_G1200850"
"FL","G1200860","Miami-Dade County","12086","FL","county_group_2"
"FL","G1200870","Monroe County","12087","FL","county_group_2"
"FL","G1200890","Nassau County","12089","FL","county_group_59"
"FL","G1200910","Okaloosa County","12091","FL","independent_county_G1200910"
"FL","G1200930","Okeechobee County","12093","FL","county_group_500"
"FL","G1200950","Orange County","12095","FL","independent_county_G1200950"
"FL","G1200970","Osceola County","12097","FL","independent_county_G1200970"
"FL","G1200990","Palm Beach County","12099","FL","independent_county_G1200990"
"FL","G1201010","Pasco County","12101","FL","independent_county_G1201010"
"FL","G1201030","Pinellas County","12103","FL","independent_county_G1201030"
"FL","G1201050","Polk County","12105","FL","independent_county_G1201050"
"FL","G1201070","Putnam County","12107","FL","county_group_48"
"FL","G1201090","St. Johns County","12109","FL","county_group_48"
"FL","G1201110","St. Lucie County","12111","FL","independent_county_G1201110"
"FL","G1201130","Santa Rosa County","12113","FL","independent_county_G1201130"
"FL","G1201150","Sarasota County","12115","FL","independent_county_G1201150"
"FL","G1201170","Seminole County","12117","FL","independent_county_G1201170"
"FL","G1201190","Sumter County","12119","FL","independent_county_G1201190"
"FL","G1201210","Suwannee County","12121","FL","county_group_220"
"FL","G1201230","Taylor County","12123","FL","county_group_220"
"FL","G1201250","Union County","12125","FL","county_group_330"
"FL","G1201270","Volusia County","12127","FL","county_group_31"
"FL","G1201290","Wakulla County","12129","FL","county_group_159"
"FL","G1201310","Walton County","12131","FL","county_group_287"
"FL","G1201330","Washington County","12133","FL","county_group_287"
"GA","G1300010","Appling County","13001","GA","county_group_484"
"GA","G1300030","Atkinson County","13003","GA","county_group_510"
"GA","G1300050","Bacon County","13005","GA","county_group_510"
"GA","G1300070","Baker County","13007","GA","county_group_363"
"GA","G1300090","Baldwin County","13009","GA","county_group_451"
"GA","G1300110","Banks County","13011","GA","county_group_365"
"GA","G1300130","Barrow County","13013","GA","county_group_303"
"GA","G1300150","Bartow County","13015","GA","independent_county_G1300150"
"GA","G1300170","Ben Hill County","13017","GA","county_group_73"
"GA","G1300190","Berrien County","13019","GA","county_group_73"
"GA","G1300210","Bibb County","13021","GA","independent_county_G1300210"
"GA","G1300230","Bleckley County","13023","GA","county_group_231"
"GA","G1300250","Brantley County","13025","GA","county_group_510"
"GA","G1300270","Brooks County","13027","GA","county_group_73"
"GA","G1300290","Bryan County","13029","GA","county_group_458"
"GA","G1300310","Bulloch County","13031","GA","county_group_401"
"GA","G1300330","Burke County","13033","GA","county_group_190"
"GA","G1300350","Butts County","13035","GA","county_group_535"
"GA","G1300370","Calhoun County","13037","GA","county_group_363"
"GA","G1300390","Camden County","13039","GA","county_group_251"
"GA","G1300430","Candler County","13043","GA","county_group_231"
"GA","G1300450","Carroll County","13045","GA","independent_county_G1300450"
"GA","G1300470","Catoosa County","13047","GA","county_group_118"
"GA","G1300490","Charlton County","13049","GA","county_group_510"
"GA","G1300510","Chatham County","13051","GA","independent_county_G1300510"
"GA","G1300530","Chattahoochee County","13053","GA","county_group_202"
"GA","G1300550","Chattooga County","13055","GA","county_group_118"
"GA","G1300570","Cherokee County","13057","GA","independent_county_G1300570"
"GA","G1300590","Clarke County","13059","GA","independent_county_G1300590"
"GA","G1300610","Clay County","13061","GA","county_group_321"
"GA","G1300630","Clayton County","13063","GA","independent_county_G1300630"
"GA","G1300650","Clinch County","13065","GA","county_group_510"
"GA","G1300670","Cobb County","13067","GA","independent_county_G1300670"
"GA","G1300690","Coffee County","13069","GA","county_group_510"
"GA","G1300710","Colquitt County","13071","GA","county_group_603"
"GA","G1300730","Columbia County","13073","GA","independent_county_G1300730"
"GA","G1300750","Cook County","13075","GA","county_group_73"
"GA","G1300770","Coweta County","13077","GA","independent_county_G1300770"
"GA","G1300790","Crawford County","13079","GA","county_group_451"
"GA","G1300810","Crisp County","13081","GA","county_group_321"
"GA","G1300830","Dade County","13083","GA","county_group_118"
"GA","G1300850","Dawson County","13085","GA","county_group_105"
"GA","G1300870","Decatur County","13087","GA","county_group_363"
"GA","G1300890","DeKalb County","13089","GA","county_group_211"
"GA","G1300910","Dodge County","13091","GA","county_group_231"
"GA","G1300930","Dooly County","13093","GA","county_group_321"
"GA","G1300950","Dougherty County","13095","GA","county_group_539"
"GA","G1300970","Douglas County","13097","GA","independent_county_G1300970"
"GA","G1300990","Early County","13099","GA","county_group_363"
"GA","G1301010","Echols County","13101","GA","county_group_510"
"GA","G1301030","Effingham County","13103","GA","county_group_401"
"GA","G1301050","Elbert County","13105","GA","county_group_60"
"GA","G1301070","Emanuel County","13107","GA","county_group_231"
"GA","G1301090","Evans County","13109","GA","county_group_484"
"GA","G1301110","Fannin County","13111","GA","county_group_188"
"GA","G1301130","Fayette County","13113","GA","independent_county_G1301130"
"GA","G1301150","Floyd County","13115","GA","county_group_103"
"GA","G1301170","Forsyth County","13117","GA","independent_county_G1301170"
"GA","G1301190","Franklin County","13119","GA","county_group_365"
"GA","G1301210","Fulton County","13121","GA","county_group_211"
"GA","G1301230","Gilmer County","13123","GA","county_group_188"
"GA","G1301250","Glascock County","13125","GA","county_group_190"
"GA","G1301270","Glynn County","13127","GA","county_group_251"
"GA","G1301290","Gordon County","13129","GA","county_group_188"
"GA","G1301310","Grady County","13131","GA","county_group_363"
"GA","G1301330","Greene County","13133","GA","county_group_60"
"GA","G1301350","Gwinnett County","13135","GA","independent_county_G1301350"
"GA","G1301370","Habersham County","13137","GA","county_group_365"
"GA","G1301390","Hall County","13139","GA","independent_county_G1301390"
"GA","G1301410","Hancock County","13141","GA","county_group_190"
"GA","G1301430","Haralson County","13143","GA","county_group_103"
"GA","G1301450","Harris County","13145","GA","county_group_321"
"GA","G1301470","Hart County","13147","GA","county_group_365"
"GA","G1301490","Heard County","13149","GA","county_group_408"
